EmployeeID,Age,Department,JobRole,EducationField,Education,Gender,MaritalStatus,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,DistanceFromHome,OverTime,Over18,StandardHours,EmployeeCount,AttritionRisk,Attrition,AttritionProbability,BurnoutRisk,BurnoutLabel,TenureBand,HireDate,FeedbackText
EMP00743,54,Operations,Supply Chain Analyst,Marketing,3,Male,Married,3255,35,368,10389,14,1,6,32,14,4,1,0,4,2,4,4,4,3,3,Travel_Frequently,9,No,Y,80,1,0,No,0.375,0.025,Low,7-15yr,2009-06-19,I feel valued and recognized for my contributions.
EMP00744,56,Marketing,Marketing Director,Finance,3,Female,Single,14019,47,1009,19352,12,2,5,1,1,1,1,1,5,1,1,3,3,3,3,Non-Travel,24,Yes,Y,80,1,1,Yes,0.657,0.457,Low,<1yr,2022-10-24,The workload is unsustainable and unrealistic.
EMP00745,27,Engineering,Software Engineer,Other,5,Male,Divorced,18487,59,1182,21539,11,3,3,26,6,6,0,6,4,1,4,4,4,2,4,Travel_Rarely,23,Yes,Y,80,1,1,Yes,0.489,0.597,High,3-7yr,2017-11-07,"Work-life balance is terrible, always on-call."
EMP00746,60,Product,Product Manager,Computer Science,2,Male,Married,12029,50,379,23148,22,2,7,21,16,2,2,2,2,1,4,4,3,4,3,Travel_Rarely,26,No,Y,80,1,0,No,0.206,0.006,Low,15+yr,2007-11-01,I feel valued and recognized for my contributions.
EMP00747,44,Sales,Sales Manager,Finance,3,Male,Single,22346,91,459,4504,13,1,1,33,4,4,4,4,0,3,2,4,2,3,4,Non-Travel,3,No,Y,80,1,0,No,0.41,0.486,Low,3-7yr,2019-11-06,Management doesn't listen to employee concerns.
EMP00748,46,Marketing,Marketing Director,Other,4,Female,Married,5282,39,1228,26027,14,2,6,15,15,6,5,5,5,1,3,4,3,2,3,Travel_Rarely,7,No,Y,80,1,0,No,0.224,0.277,Low,7-15yr,2008-09-10,Work is interesting but growth paths are unclear.
EMP00749,40,Product,Product Manager,Other,3,Male,Single,11744,42,496,8006,20,2,2,19,9,4,1,9,0,3,1,3,2,1,4,Non-Travel,20,No,Y,80,1,1,Yes,0.486,0.638,High,7-15yr,2014-03-03,"Work-life balance is terrible, always on-call."
EMP00750,26,Finance,Financial Analyst,Marketing,1,Female,Married,20861,38,819,26346,15,2,2,25,18,9,2,1,5,2,1,1,2,3,3,Non-Travel,18,No,Y,80,1,1,Yes,0.532,0.402,Low,15+yr,2005-12-16,"Too much politics, not enough focus on real work."
EMP00751,32,Engineering,Senior Engineer,Other,2,Female,Married,24336,97,1054,9943,15,1,6,15,15,5,3,9,4,2,1,4,3,2,3,Non-Travel,24,No,Y,80,1,0,No,0.378,0.351,Low,7-15yr,2008-10-18,Considering leaving due to lack of recognition.
EMP00752,33,Product,Senior PM,Other,5,Male,Married,12919,68,559,19653,17,0,2,5,5,5,2,5,1,4,3,3,1,3,3,Travel_Frequently,2,No,Y,80,1,0,No,0.301,0.27,Low,3-7yr,2018-02-25,Workload is manageable most of the time.
EMP00753,31,Finance,Finance Manager,Computer Science,1,Male,Married,16335,53,316,19748,24,2,4,22,22,10,1,12,0,2,3,4,1,1,4,Non-Travel,1,No,Y,80,1,0,No,0.396,0.499,Low,15+yr,2001-01-18,Workload is manageable most of the time.
EMP00754,29,Sales,Sales Rep,Computer Science,1,Male,Single,24976,63,556,25100,20,3,7,7,7,7,2,6,0,4,4,3,3,1,3,Non-Travel,12,Yes,Y,80,1,0,No,0.357,0.546,High,3-7yr,2016-11-17,Management genuinely cares about employee growth.
EMP00755,45,Engineering,Senior Engineer,Psychology,2,Female,Married,3591,90,1156,2923,18,1,3,5,1,1,1,1,4,3,4,3,3,3,3,Travel_Rarely,16,No,Y,80,1,0,No,0.152,0.059,Low,<1yr,2022-07-15,Learning opportunities are abundant here.
EMP00756,49,Operations,Operations Analyst,Finance,5,Female,Married,9277,70,638,18854,19,3,6,21,5,5,5,5,0,1,3,1,4,1,3,Travel_Rarely,12,No,Y,80,1,0,No,0.337,0.277,Low,3-7yr,2018-10-11,Workload is manageable most of the time.
EMP00757,57,Finance,CFO,Engineering,4,Male,Married,5260,34,1411,24981,22,2,6,5,2,2,2,2,2,2,1,2,4,2,3,Travel_Rarely,21,No,Y,80,1,0,No,0.436,0.388,Low,1-3yr,2021-09-16,Feeling completely disengaged and undervalued.
EMP00758,58,Marketing,Content Strategist,Business,5,Male,Married,14139,79,1338,12246,17,1,1,31,18,11,5,2,4,1,3,1,3,3,3,Non-Travel,10,No,Y,80,1,0,No,0.22,0.016,Low,15+yr,2005-03-25,Work is interesting but growth paths are unclear.
EMP00759,42,Product,VP Product,Engineering,3,Female,Married,3347,33,1459,14475,15,2,7,16,4,4,0,4,0,4,2,1,1,3,3,Travel_Rarely,29,Yes,Y,80,1,1,Yes,0.812,0.78,High,3-7yr,2019-04-07,Considering leaving due to lack of recognition.
EMP00760,29,Operations,COO,Finance,1,Female,Married,24416,80,721,21338,19,3,9,16,6,6,6,0,0,3,3,4,4,1,3,Travel_Rarely,9,Yes,Y,80,1,0,No,0.377,0.533,High,3-7yr,2017-07-11,Compensation is competitive but benefits could improve.
EMP00761,30,Engineering,Engineering Manager,Business,3,Female,Single,7443,81,398,19532,18,1,9,22,6,1,1,6,0,2,3,3,4,2,3,Travel_Rarely,21,No,Y,80,1,0,No,0.265,0.229,Low,3-7yr,2017-02-19,Some processes are inefficient but improving.
EMP00762,36,Sales,Account Executive,Engineering,4,Female,Divorced,14088,68,1273,5086,20,0,8,12,9,8,8,9,4,1,1,2,1,3,3,Non-Travel,27,Yes,Y,80,1,1,Yes,0.99,0.776,High,7-15yr,2014-10-26,The workload is unsustainable and unrealistic.
EMP00763,61,Engineering,DevOps Engineer,Psychology,3,Male,Married,11774,37,1365,16860,19,0,5,31,0,0,0,0,1,4,4,3,3,3,3,Travel_Rarely,18,Yes,Y,80,1,0,No,0.304,0.393,Low,<1yr,2023-07-20,Learning opportunities are abundant here.
EMP00764,39,Operations,COO,Business,5,Male,Married,9869,74,869,19013,20,0,4,21,10,10,8,1,3,1,2,4,1,1,4,Travel_Rarely,26,No,Y,80,1,1,Yes,0.665,0.691,High,7-15yr,2013-01-26,The workload is unsustainable and unrealistic.
EMP00765,41,Engineering,Staff Engineer,Computer Science,3,Male,Single,22422,57,1253,9407,18,2,0,6,6,3,3,6,5,2,2,3,2,1,3,Travel_Rarely,4,No,Y,80,1,1,Yes,0.513,0.614,High,3-7yr,2017-11-06,Compensation is below market rate for my skills.
EMP00766,27,HR,HR Coordinator,Engineering,4,Male,Single,5845,56,1305,2774,16,1,0,21,6,5,5,6,0,1,2,4,4,2,3,Non-Travel,8,Yes,Y,80,1,1,Yes,0.693,0.7,High,3-7yr,2017-05-03,Compensation is below market rate for my skills.
EMP00767,33,Operations,Operations Analyst,Business,4,Male,Married,15386,94,230,26935,14,3,8,20,5,5,3,5,3,3,3,1,4,2,3,Non-Travel,23,No,Y,80,1,0,No,0.169,0.209,Low,3-7yr,2018-11-19,Work is interesting but growth paths are unclear.
EMP00768,23,Product,Senior PM,Psychology,4,Male,Divorced,4265,63,1207,10709,19,3,3,5,5,5,5,5,3,2,1,1,4,1,4,Travel_Rarely,21,Yes,Y,80,1,1,Yes,0.873,0.746,High,3-7yr,2018-07-15,Considering leaving due to lack of recognition.
EMP00769,28,Sales,Senior Sales Rep,Other,5,Male,Married,15445,91,532,18311,22,2,0,13,12,3,3,9,0,4,3,4,1,2,3,Travel_Frequently,4,No,Y,80,1,0,No,0.23,0.472,Low,7-15yr,2011-04-16,The role has some good aspects and some challenges.
EMP00770,37,Operations,Supply Chain Analyst,Business,4,Non-binary,Divorced,15938,91,859,3343,19,2,9,15,15,7,6,3,0,2,4,1,1,4,3,Non-Travel,16,No,Y,80,1,1,Yes,0.476,0.27,Low,7-15yr,2008-10-31,The workload is unsustainable and unrealistic.
EMP00771,24,Engineering,Data Scientist,Business,1,Female,Married,14159,67,376,25782,20,3,2,2,2,2,1,2,5,4,1,3,3,4,4,Travel_Rarely,21,Yes,Y,80,1,1,Yes,0.528,0.539,High,1-3yr,2021-02-09,Feeling completely disengaged and undervalued.
EMP00772,24,Product,Product Manager,Psychology,4,Female,Married,5274,55,569,12161,20,1,5,8,1,1,1,1,3,4,2,2,4,1,3,Non-Travel,23,Yes,Y,80,1,1,Yes,0.647,0.747,High,<1yr,2022-06-27,The workload is unsustainable and unrealistic.
EMP00773,48,Engineering,Senior Engineer,Other,3,Female,Single,21854,53,746,25581,19,2,7,20,18,9,5,11,1,2,3,2,2,3,3,Travel_Rarely,21,Yes,Y,80,1,1,Yes,0.706,0.62,High,15+yr,2005-04-08,"Too much politics, not enough focus on real work."
EMP00774,61,Sales,Senior Sales Rep,Engineering,3,Male,Married,13482,68,734,23400,24,1,9,29,18,7,7,6,3,4,1,3,3,1,3,Travel_Rarely,8,No,Y,80,1,0,No,0.392,0.362,Low,15+yr,2005-10-27,Management doesn't listen to employee concerns.
EMP00775,59,Operations,Operations Manager,Marketing,3,Female,Single,21961,50,1329,13419,20,3,1,29,18,0,0,13,1,2,3,2,1,1,3,Travel_Frequently,7,Yes,Y,80,1,1,Yes,0.582,0.799,High,15+yr,2005-01-18,Considering leaving due to lack of recognition.
EMP00776,54,Engineering,DevOps Engineer,Engineering,5,Male,Divorced,23044,76,296,9797,13,1,7,31,17,7,5,12,2,3,1,3,2,1,3,Non-Travel,23,Yes,Y,80,1,1,Yes,0.802,0.982,High,15+yr,2006-12-01,Management doesn't listen to employee concerns.
EMP00777,49,Engineering,Software Engineer,Other,3,Female,Divorced,4068,77,429,21283,21,0,0,22,22,9,1,4,1,3,2,4,3,3,3,Travel_Rarely,25,Yes,Y,80,1,1,Yes,0.7,0.507,High,15+yr,2001-05-13,Excessive overtime is burning me out completely.
EMP00778,22,Operations,Operations Manager,Finance,5,Male,Divorced,24975,42,426,2934,22,3,1,2,2,2,2,2,5,1,4,2,1,4,3,Travel_Rarely,24,No,Y,80,1,0,No,0.372,0.263,Low,1-3yr,2021-10-26,"Management is okay, not exceptional."
EMP00779,29,Operations,Operations Analyst,Psychology,5,Non-binary,Married,17706,32,570,3986,13,0,7,0,0,0,0,0,4,3,4,4,2,2,3,Travel_Frequently,13,Yes,Y,80,1,1,Yes,0.606,0.767,High,<1yr,2023-09-16,The workload is unsustainable and unrealistic.
EMP00780,58,Finance,CFO,Engineering,4,Male,Married,8974,61,1323,23380,21,3,6,2,2,2,2,2,0,4,3,4,3,4,4,Travel_Rarely,28,No,Y,80,1,0,No,0.136,0.086,Low,1-3yr,2021-06-08,Workload is manageable most of the time.
EMP00781,53,Finance,CFO,Business,1,Male,Married,13928,64,254,16016,16,0,4,6,5,4,4,5,2,1,2,3,2,2,3,Non-Travel,8,No,Y,80,1,1,Yes,0.589,0.653,High,3-7yr,2018-04-01,Considering leaving due to lack of recognition.
EMP00782,58,Marketing,Marketing Director,Psychology,4,Female,Single,24213,48,1418,24926,16,1,9,2,2,2,2,1,3,1,3,2,1,2,3,Travel_Frequently,22,No,Y,80,1,1,Yes,0.517,0.521,High,1-3yr,2021-06-06,The workload is unsustainable and unrealistic.
EMP00783,25,Engineering,Staff Engineer,Computer Science,4,Male,Married,4950,43,623,7465,23,3,1,2,2,2,1,0,1,2,3,1,3,1,3,Non-Travel,7,No,Y,80,1,0,No,0.248,0.237,Low,1-3yr,2021-03-06,Workload is manageable most of the time.
EMP00784,51,Sales,Sales Rep,Other,5,Female,Single,22477,77,514,24695,23,3,8,3,3,3,3,3,2,1,1,1,1,1,3,Travel_Rarely,24,No,Y,80,1,1,Yes,0.585,0.653,High,1-3yr,2020-01-20,No clear path for career advancement here.
EMP00785,27,Engineering,Senior Engineer,Engineering,5,Female,Married,13411,97,1351,26952,16,0,4,30,14,10,4,10,4,2,1,1,4,2,3,Travel_Frequently,29,No,Y,80,1,1,Yes,0.545,0.448,Low,7-15yr,2009-09-20,"Too much politics, not enough focus on real work."
EMP00786,40,Product,Principal PM,Psychology,3,Female,Single,24695,74,231,11966,15,1,7,1,1,1,1,1,1,1,1,1,4,3,3,Non-Travel,5,No,Y,80,1,0,No,0.333,0.183,Low,<1yr,2022-12-17,The workload is unsustainable and unrealistic.
EMP00787,53,HR,Recruiter,Engineering,3,Non-binary,Single,16388,48,292,17721,24,3,3,13,2,2,2,2,5,3,2,3,2,3,4,Travel_Rarely,26,No,Y,80,1,1,Yes,0.529,0.467,Low,1-3yr,2021-05-08,Feeling completely disengaged and undervalued.
EMP00788,30,Sales,Sales Manager,Psychology,4,Non-binary,Married,20771,93,718,3505,15,2,8,30,10,10,10,9,3,2,2,4,4,3,3,Travel_Frequently,18,No,Y,80,1,1,Yes,0.559,0.167,Low,7-15yr,2013-05-27,Management doesn't listen to employee concerns.
EMP00789,33,Marketing,Marketing Analyst,Business,2,Male,Married,7274,95,1481,7363,12,0,9,1,1,1,1,1,3,4,3,2,1,3,3,Travel_Frequently,23,No,Y,80,1,0,No,0.379,0.262,Low,<1yr,2022-04-21,Work is interesting but growth paths are unclear.
EMP00790,32,Customer Success,Senior CSM,Computer Science,2,Female,Married,5285,95,1052,17940,24,3,6,30,24,11,4,6,1,1,1,3,2,1,3,Travel_Rarely,26,Yes,Y,80,1,1,Yes,0.762,0.978,High,15+yr,1999-03-13,Compensation is below market rate for my skills.
EMP00791,37,Engineering,Staff Engineer,Computer Science,3,Female,Single,22590,74,1443,12846,17,1,1,21,21,3,3,14,4,3,2,1,3,4,3,Travel_Rarely,19,Yes,Y,80,1,1,Yes,0.565,0.534,High,15+yr,2002-08-15,Considering leaving due to lack of recognition.
EMP00792,22,HR,HR Business Partner,Finance,2,Female,Married,22308,96,951,3010,22,1,2,9,9,5,5,9,0,3,3,2,1,4,3,Travel_Rarely,10,Yes,Y,80,1,1,Yes,0.547,0.617,High,7-15yr,2014-07-24,Feeling completely disengaged and undervalued.
EMP00793,42,Marketing,Marketing Director,Psychology,3,Male,Single,10045,98,1329,16924,14,1,1,29,16,6,4,8,0,2,2,3,3,2,3,Travel_Rarely,11,No,Y,80,1,0,No,0.421,0.366,Low,15+yr,2007-12-25,Management doesn't listen to employee concerns.
EMP00794,51,HR,HR Coordinator,Engineering,5,Female,Married,4618,32,615,15482,24,1,4,32,18,12,10,5,3,2,3,4,3,3,3,Travel_Rarely,8,No,Y,80,1,0,No,0.356,0.024,Low,15+yr,2005-11-17,"Management is okay, not exceptional."
EMP00795,34,Engineering,DevOps Engineer,Computer Science,4,Non-binary,Married,13979,67,756,21861,13,0,1,18,18,4,3,10,4,2,4,1,3,1,3,Travel_Frequently,6,No,Y,80,1,0,No,0.211,0.291,Low,15+yr,2005-02-25,Learning opportunities are abundant here.
EMP00796,55,Product,Senior PM,Other,1,Female,Married,11562,71,565,26125,18,3,4,24,23,9,4,0,3,4,1,2,3,1,3,Non-Travel,11,No,Y,80,1,0,No,0.343,0.379,Low,15+yr,2000-01-13,Excessive overtime is burning me out completely.
EMP00797,25,Product,Senior PM,Computer Science,4,Male,Married,15026,69,798,11369,14,0,8,0,0,0,0,0,0,4,4,2,1,1,3,Non-Travel,16,No,Y,80,1,0,No,0.265,0.532,High,<1yr,2023-12-21,Some processes are inefficient but improving.
EMP00798,49,HR,Recruiter,Marketing,3,Male,Single,10843,79,530,5857,21,0,1,31,16,7,3,7,3,4,3,1,4,2,3,Travel_Rarely,4,Yes,Y,80,1,0,No,0.398,0.529,High,15+yr,2007-06-30,Workload is manageable most of the time.
EMP00799,59,Finance,Senior Analyst,Marketing,3,Male,Married,12895,64,888,11864,14,1,8,24,3,3,0,1,1,1,3,4,1,1,3,Travel_Frequently,2,No,Y,80,1,0,No,0.375,0.544,High,1-3yr,2020-03-12,"Management is okay, not exceptional."
EMP00800,52,Product,Product Manager,Computer Science,4,Female,Married,14966,53,210,12120,18,2,6,16,6,6,2,3,5,4,1,1,4,2,3,Travel_Rarely,13,No,Y,80,1,0,No,0.297,0.441,Low,3-7yr,2017-10-02,Poor communication from leadership constantly.
EMP00801,48,Finance,Financial Analyst,Psychology,3,Female,Married,20732,46,1017,22223,11,1,6,13,4,4,4,2,1,2,1,4,3,2,3,Travel_Frequently,7,No,Y,80,1,1,Yes,0.462,0.354,Low,3-7yr,2019-08-26,Feeling completely disengaged and undervalued.
EMP00802,26,Engineering,Senior Engineer,Finance,2,Male,Married,24940,69,618,13370,19,2,4,12,12,3,3,5,5,3,3,2,4,2,3,Travel_Frequently,17,No,Y,80,1,0,No,0.173,0.277,Low,7-15yr,2011-01-21,"Management is okay, not exceptional."
EMP00803,46,HR,Recruiter,Computer Science,2,Male,Single,8289,95,1345,22652,24,0,7,1,1,1,1,1,4,3,2,1,3,2,4,Travel_Frequently,23,No,Y,80,1,0,No,0.326,0.367,Low,<1yr,2022-01-03,Excessive overtime is burning me out completely.
EMP00804,24,HR,Recruiter,Business,3,Male,Married,21806,73,1110,4553,17,1,6,31,13,12,6,4,0,2,1,4,2,1,3,Travel_Frequently,13,Yes,Y,80,1,1,Yes,0.914,0.922,High,7-15yr,2010-01-29,The workload is unsustainable and unrealistic.
EMP00805,54,Sales,Sales Manager,Engineering,3,Male,Married,23012,52,1458,17489,22,1,5,31,19,5,5,10,4,4,3,4,3,1,3,Travel_Frequently,10,No,Y,80,1,0,No,0.306,0.246,Low,15+yr,2004-06-06,Some processes are inefficient but improving.
EMP00806,25,Operations,Operations Analyst,Finance,2,Female,Single,21812,35,547,6389,12,0,1,5,1,1,1,1,4,4,1,3,4,4,4,Travel_Frequently,13,No,Y,80,1,0,No,0.334,0.208,Low,<1yr,2022-02-06,"Work-life balance is terrible, always on-call."
EMP00807,46,Product,VP Product,Business,3,Female,Single,6033,95,1157,18935,21,1,5,24,24,12,8,14,0,2,1,4,2,1,3,Travel_Rarely,10,No,Y,80,1,1,Yes,0.694,0.633,High,15+yr,1999-03-27,Excessive overtime is burning me out completely.
EMP00808,41,Product,Principal PM,Finance,3,Male,Single,11860,50,611,23950,22,3,1,2,2,2,2,2,2,3,4,1,2,3,4,Non-Travel,7,No,Y,80,1,0,No,0.182,0.308,Low,1-3yr,2021-07-11,Some processes are inefficient but improving.
EMP00809,55,Sales,Sales Manager,Business,4,Female,Divorced,10813,64,1447,13089,16,2,0,17,17,12,7,1,2,1,4,1,3,3,3,Non-Travel,10,No,Y,80,1,0,No,0.35,0.017,Low,15+yr,2006-06-19,Excellent work-life balance and flexible policies.
EMP00810,47,Engineering,Staff Engineer,Engineering,1,Male,Married,20798,58,352,11231,18,2,8,2,2,2,2,1,3,3,2,4,1,2,3,Non-Travel,29,No,Y,80,1,1,Yes,0.505,0.602,High,1-3yr,2021-09-19,Excessive overtime is burning me out completely.
EMP00811,26,Customer Success,VP Customer Success,Engineering,2,Non-binary,Single,16860,36,1435,24142,21,2,4,4,4,4,2,4,2,4,1,1,4,2,4,Non-Travel,16,No,Y,80,1,0,No,0.316,0.407,Low,3-7yr,2019-05-17,Compensation is below market rate for my skills.
EMP00812,56,Operations,COO,Marketing,4,Male,Married,17294,82,291,5051,15,1,9,23,16,4,3,8,1,3,3,2,2,2,3,Non-Travel,3,Yes,Y,80,1,1,Yes,0.46,0.802,High,15+yr,2007-09-30,Considering leaving due to lack of recognition.
EMP00813,49,Engineering,Software Engineer,Psychology,1,Male,Married,6621,66,530,7322,16,3,9,33,12,10,5,5,5,4,3,2,1,4,3,Travel_Frequently,4,Yes,Y,80,1,1,Yes,0.706,0.619,High,7-15yr,2011-09-24,Management doesn't listen to employee concerns.
EMP00814,50,Product,Product Manager,Business,3,Male,Married,24699,52,1154,13789,22,1,3,23,11,3,1,1,4,3,1,1,3,2,3,Travel_Rarely,28,Yes,Y,80,1,1,Yes,0.582,0.715,High,7-15yr,2012-11-24,Excessive overtime is burning me out completely.
EMP00815,30,Product,VP Product,Marketing,3,Female,Single,20138,37,1169,4555,20,2,7,27,2,0,0,2,3,2,1,4,3,4,3,Travel_Rarely,4,No,Y,80,1,0,No,0.402,0.24,Low,1-3yr,2021-08-04,Poor communication from leadership constantly.
EMP00816,59,Marketing,Growth Manager,Business,4,Female,Single,5347,77,753,19473,18,1,4,33,21,9,9,14,4,4,2,2,3,2,3,Travel_Rarely,4,Yes,Y,80,1,1,Yes,0.564,0.696,High,15+yr,2002-04-14,"Too much politics, not enough focus on real work."
EMP00817,27,HR,Recruiter,Marketing,3,Female,Divorced,17882,39,1129,14767,23,2,6,15,6,2,2,6,0,1,2,4,3,3,3,Travel_Rarely,16,No,Y,80,1,0,No,0.395,0.151,Low,3-7yr,2017-02-10,Management doesn't listen to employee concerns.
EMP00818,40,Sales,Sales Rep,Engineering,5,Male,Single,20110,53,1451,2458,16,0,2,6,0,0,0,0,2,1,2,1,4,2,3,Non-Travel,9,No,Y,80,1,0,No,0.432,0.413,Low,<1yr,2023-01-15,The workload is unsustainable and unrealistic.
EMP00819,32,Engineering,Software Engineer,Finance,4,Male,Single,7923,76,393,17701,22,2,7,17,4,4,4,1,0,2,3,3,2,1,3,Travel_Frequently,6,No,Y,80,1,0,No,0.347,0.518,High,3-7yr,2019-03-31,The role has some good aspects and some challenges.
EMP00820,23,Sales,Senior Sales Rep,Other,1,Male,Divorced,22033,82,729,18066,19,0,7,5,5,5,1,5,3,3,4,2,4,2,3,Travel_Rarely,10,Yes,Y,80,1,0,No,0.361,0.552,High,3-7yr,2018-11-08,Great work environment and collaborative team.
EMP00821,30,Operations,Operations Analyst,Marketing,4,Female,Married,18611,68,1044,6721,22,0,2,27,0,0,0,0,5,2,2,1,2,1,3,Travel_Rarely,25,Yes,Y,80,1,1,Yes,0.754,0.969,High,<1yr,2023-12-17,Feeling completely disengaged and undervalued.
EMP00822,42,Engineering,Data Scientist,Business,2,Male,Single,18367,96,1466,14446,19,0,8,33,3,3,3,3,1,2,3,2,1,1,3,Travel_Rarely,28,Yes,Y,80,1,1,Yes,0.689,0.782,High,1-3yr,2020-05-25,Excessive overtime is burning me out completely.
EMP00823,45,Sales,Account Executive,Business,4,Female,Single,22199,95,1499,8304,19,2,7,28,0,0,0,0,2,1,2,4,1,1,3,Travel_Rarely,4,Yes,Y,80,1,1,Yes,0.847,0.915,High,<1yr,2023-07-07,"Work-life balance is terrible, always on-call."
EMP00824,55,Sales,VP Sales,Other,3,Female,Single,12066,35,838,15565,16,3,0,3,3,3,3,3,0,1,3,3,2,1,3,Travel_Frequently,23,No,Y,80,1,0,No,0.423,0.516,High,1-3yr,2020-08-21,Some processes are inefficient but improving.
EMP00825,43,Marketing,Marketing Analyst,Psychology,3,Female,Single,6279,50,677,12199,22,2,7,13,13,4,4,2,5,4,1,3,3,4,3,Non-Travel,29,No,Y,80,1,0,No,0.266,0.175,Low,7-15yr,2010-04-22,No clear path for career advancement here.
EMP00826,24,Product,Senior PM,Engineering,5,Male,Divorced,22368,65,679,3920,22,1,3,4,4,4,1,4,2,4,3,1,1,4,3,Travel_Frequently,12,No,Y,80,1,0,No,0.319,0.296,Low,3-7yr,2019-11-02,Workload is manageable most of the time.
EMP00827,33,Sales,Sales Manager,Business,5,Male,Married,6807,32,487,15227,19,1,5,24,16,10,6,14,4,4,1,2,4,2,3,Non-Travel,10,No,Y,80,1,0,No,0.304,0.399,Low,15+yr,2007-09-05,Poor communication from leadership constantly.
EMP00828,49,Sales,VP Sales,Computer Science,5,Male,Married,16965,71,897,9694,13,3,9,7,7,3,3,7,1,2,3,3,2,2,3,Travel_Rarely,12,No,Y,80,1,0,No,0.322,0.498,Low,3-7yr,2016-11-22,Compensation is competitive but benefits could improve.
EMP00829,51,Operations,COO,Finance,1,Female,Divorced,19123,74,894,24052,15,3,8,14,6,0,0,6,5,2,4,2,1,4,4,Travel_Frequently,28,Yes,Y,80,1,1,Yes,0.661,0.61,High,3-7yr,2017-03-10,Poor communication from leadership constantly.
EMP00830,47,Sales,Account Executive,Marketing,5,Female,Married,19991,73,739,8298,12,3,4,18,18,0,0,3,2,4,3,4,2,2,3,Travel_Frequently,25,No,Y,80,1,0,No,0.341,0.453,Low,15+yr,2005-11-15,Some processes are inefficient but improving.
EMP00831,42,Engineering,Senior Engineer,Psychology,1,Male,Single,24957,62,529,8629,22,0,6,10,10,10,7,1,1,1,1,4,3,2,3,Non-Travel,26,Yes,Y,80,1,1,Yes,0.703,0.749,High,7-15yr,2013-02-26,Poor communication from leadership constantly.
EMP00832,49,Sales,VP Sales,Other,5,Male,Married,3634,89,669,14719,23,3,0,19,19,5,1,4,5,1,4,1,2,4,3,Non-Travel,19,No,Y,80,1,0,No,0.338,0.322,Low,15+yr,2004-10-31,Some processes are inefficient but improving.
EMP00833,47,Engineering,Engineering Manager,Finance,1,Female,Divorced,15771,99,1048,7146,23,3,8,17,2,2,2,2,4,3,3,3,1,4,3,Travel_Rarely,29,No,Y,80,1,0,No,0.202,0.293,Low,1-3yr,2021-11-04,The role has some good aspects and some challenges.
EMP00834,54,Engineering,Data Scientist,Engineering,4,Female,Married,20458,55,733,19387,18,3,5,13,13,3,1,8,4,4,3,3,2,2,3,Non-Travel,19,No,Y,80,1,0,No,0.243,0.469,Low,7-15yr,2010-03-07,Work is interesting but growth paths are unclear.
EMP00835,42,Marketing,Marketing Director,Psychology,4,Male,Single,21298,50,666,21467,21,2,3,24,3,3,3,3,0,2,2,2,1,4,3,Travel_Rarely,22,No,Y,80,1,1,Yes,0.584,0.408,Low,1-3yr,2020-11-28,The workload is unsustainable and unrealistic.
EMP00836,56,Sales,Sales Rep,Marketing,3,Female,Married,17340,31,1176,12306,23,1,5,15,2,2,2,2,3,3,4,4,1,3,3,Travel_Rarely,24,Yes,Y,80,1,1,Yes,0.485,0.617,High,1-3yr,2021-08-19,No clear path for career advancement here.
EMP00837,55,Product,VP Product,Marketing,1,Male,Married,3588,76,619,4589,14,1,4,17,11,11,5,6,0,3,1,3,1,1,3,Travel_Rarely,1,No,Y,80,1,1,Yes,0.627,0.632,High,7-15yr,2012-10-20,"Too much politics, not enough focus on real work."
EMP00838,39,Sales,Account Executive,Other,2,Male,Divorced,6231,59,1345,6310,16,3,2,0,0,0,0,0,1,3,4,1,4,1,3,Non-Travel,4,No,Y,80,1,0,No,0.133,0.223,Low,<1yr,2023-05-05,Great work environment and collaborative team.
EMP00839,32,HR,HR Director,Computer Science,3,Female,Single,9351,56,961,4241,16,1,6,0,0,0,0,0,0,4,1,1,3,3,4,Travel_Rarely,13,No,Y,80,1,0,No,0.242,0.188,Low,<1yr,2023-03-20,No clear path for career advancement here.
EMP00840,44,Finance,Finance Manager,Other,4,Female,Married,6838,49,1205,24150,15,2,2,0,0,0,0,0,5,4,2,3,3,3,3,Travel_Frequently,8,Yes,Y,80,1,1,Yes,0.645,0.509,High,<1yr,2023-05-26,The workload is unsustainable and unrealistic.
EMP00841,43,Engineering,Staff Engineer,Engineering,1,Female,Divorced,4973,79,1090,15601,22,1,1,20,5,1,1,5,2,4,2,1,2,2,3,Travel_Rarely,22,Yes,Y,80,1,1,Yes,0.829,0.967,High,3-7yr,2018-03-08,Poor communication from leadership constantly.
EMP00842,38,Finance,Financial Analyst,Psychology,5,Male,Married,17346,52,507,9711,22,0,3,24,14,3,3,4,5,1,1,3,2,2,3,Travel_Rarely,14,No,Y,80,1,1,Yes,0.455,0.665,High,7-15yr,2009-10-12,The workload is unsustainable and unrealistic.
